Date,SDGE,Year,Dates,Month,Day,Week_day,Season,Holiday,Non_working
2019-01-01,48485.355385040675,2019,2019-01-01,1,1,Tuesday,winter,1,non-working
2019-01-02,56532.90157281052,2019,2019-01-02,1,2,Wednesday,winter,0,working
2019-01-03,57024.67562350869,2019,2019-01-03,1,3,Thursday,winter,0,working
2019-01-04,56456.88814782031,2019,2019-01-04,1,4,Friday,winter,0,working
2019-01-05,55838.51371972455,2019,2019-01-05,1,5,Saturday,winter,0,non-working
2019-01-06,49997.0799157282,2019,2019-01-06,1,6,Sunday,winter,0,non-working
2019-01-07,53903.54916617875,2019,2019-01-07,1,7,Monday,winter,0,working
2019-01-08,53043.94868111245,2019,2019-01-08,1,8,Tuesday,winter,0,working
2019-01-09,52996.25037676555,2019,2019-01-09,1,9,Wednesday,winter,0,working
2019-01-10,52836.295124188735,2019,2019-01-10,1,10,Thursday,winter,0,working
2019-01-11,53224.9767794598,2019,2019-01-11,1,11,Friday,winter,0,working
2019-01-12,50237.536912703305,2019,2019-01-12,1,12,Saturday,winter,0,non-working
2019-01-13,50849.19570800102,2019,2019-01-13,1,13,Sunday,winter,0,non-working
2019-01-14,58086.938872924744,2019,2019-01-14,1,14,Monday,winter,0,working
2019-01-15,54869.13380336787,2019,2019-01-15,1,15,Tuesday,winter,0,working
2019-01-16,53311.300612655104,2019,2019-01-16,1,16,Wednesday,winter,0,working
2019-01-17,55926.74281093545,2019,2019-01-17,1,17,Thursday,winter,0,working
2019-01-18,51641.71493938507,2019,2019-01-18,1,18,Friday,winter,0,working
2019-01-19,47388.272764586756,2019,2019-01-19,1,19,Saturday,winter,0,non-working
2019-01-20,46727.75339557495,2019,2019-01-20,1,20,Sunday,winter,0,non-working
2019-01-21,50956.04652433541,2019,2019-01-21,1,21,Monday,winter,1,non-working
2019-01-22,53877.13959177006,2019,2019-01-22,1,22,Tuesday,winter,0,working
2019-01-23,53946.25702298498,2019,2019-01-23,1,23,Wednesday,winter,0,working
2019-01-24,53758.89097258169,2019,2019-01-24,1,24,Thursday,winter,0,working
2019-01-25,52125.8229091055,2019,2019-01-25,1,25,Friday,winter,0,working
2019-01-26,48171.08389357146,2019,2019-01-26,1,26,Saturday,winter,0,non-working
2019-01-27,46555.983793993,2019,2019-01-27,1,27,Sunday,winter,0,non-working
2019-01-28,52483.251515289485,2019,2019-01-28,1,28,Monday,winter,0,working
2019-01-29,54145.920520189306,2019,2019-01-29,1,29,Tuesday,winter,0,working
2019-01-30,51748.012384255526,2019,2019-01-30,1,30,Wednesday,winter,0,working
2019-01-31,54497.49591018869,2019,2019-01-31,1,31,Thursday,winter,0,working
2019-02-01,55065.1217530218,2019,2019-02-01,2,1,Friday,winter,0,working
2019-02-02,52659.98136303577,2019,2019-02-02,2,2,Saturday,winter,0,non-working
2019-02-03,48783.477501673726,2019,2019-02-03,2,3,Sunday,winter,0,non-working
2019-02-04,55184.86311513629,2019,2019-02-04,2,4,Monday,winter,0,working
2019-02-05,55767.04381493445,2019,2019-02-05,2,5,Tuesday,winter,0,working
2019-02-06,53940.203092782715,2019,2019-02-06,2,6,Wednesday,winter,0,working
2019-02-07,54640.47120626991,2019,2019-02-07,2,7,Thursday,winter,0,working
2019-02-08,52439.49074198906,2019,2019-02-08,2,8,Friday,winter,0,working
2019-02-09,50999.98462480452,2019,2019-02-09,2,9,Saturday,winter,0,non-working
2019-02-10,49687.95830608375,2019,2019-02-10,2,10,Sunday,winter,0,non-working
2019-02-11,53945.88887745536,2019,2019-02-11,2,11,Monday,winter,0,working
2019-02-12,54369.94848981465,2019,2019-02-12,2,12,Tuesday,winter,0,working
2019-02-13,55819.357638047586,2019,2019-02-13,2,13,Wednesday,winter,0,working
2019-02-14,57652.29097498901,2019,2019-02-14,2,14,Thursday,winter,0,working
2019-02-15,52349.00121639829,2019,2019-02-15,2,15,Friday,winter,0,working
2019-02-16,46691.26509389464,2019,2019-02-16,2,16,Saturday,winter,0,non-working
2019-02-17,47234.37740961874,2019,2019-02-17,2,17,Sunday,winter,0,non-working
2019-02-18,50678.25361806741,2019,2019-02-18,2,18,Monday,winter,1,non-working
2019-02-19,54156.85870566152,2019,2019-02-19,2,19,Tuesday,winter,0,working
2019-02-20,59010.15033135062,2019,2019-02-20,2,20,Wednesday,winter,0,working
2019-02-21,57958.37023396297,2019,2019-02-21,2,21,Thursday,winter,0,working
2019-02-22,53503.76267488358,2019,2019-02-22,2,22,Friday,winter,0,working
2019-02-23,47808.205945967326,2019,2019-02-23,2,23,Saturday,winter,0,non-working
2019-02-24,47244.01435322738,2019,2019-02-24,2,24,Sunday,winter,0,non-working
2019-02-25,50593.070187573365,2019,2019-02-25,2,25,Monday,winter,0,working
2019-02-26,51858.60534178844,2019,2019-02-26,2,26,Tuesday,winter,0,working
2019-02-27,50524.469434396626,2019,2019-02-27,2,27,Wednesday,winter,0,working
2019-02-28,49912.724180108686,2019,2019-02-28,2,28,Thursday,winter,0,working
2019-03-01,49300.193125950915,2019,2019-03-01,3,1,Friday,winter,0,working
2019-03-02,50369.773627345465,2019,2019-03-02,3,2,Saturday,winter,0,non-working
2019-03-03,46858.19133676857,2019,2019-03-03,3,3,Sunday,winter,0,non-working
2019-03-04,51077.00496663523,2019,2019-03-04,3,4,Monday,winter,0,working
2019-03-05,50843.14287852246,2019,2019-03-05,3,5,Tuesday,winter,0,working
2019-03-06,53425.43439759292,2019,2019-03-06,3,6,Wednesday,winter,0,working
2019-03-07,50093.7206980564,2019,2019-03-07,3,7,Thursday,winter,0,working
2019-03-08,49005.33209869012,2019,2019-03-08,3,8,Friday,winter,0,working
2019-03-09,47283.65997790918,2019,2019-03-09,3,9,Saturday,winter,0,non-working
2019-03-10,46267.30984243954,2019,2019-03-10,3,10,Sunday,winter,0,non-working
2019-03-11,55675.84189601953,2019,2019-03-11,3,11,Monday,winter,0,working
2019-03-12,49634.146632318734,2019,2019-03-12,3,12,Tuesday,winter,0,working
2019-03-13,48198.971007415224,2019,2019-03-13,3,13,Wednesday,winter,0,working
2019-03-14,48703.94756199028,2019,2019-03-14,3,14,Thursday,winter,0,working
2019-03-15,48866.347818240305,2019,2019-03-15,3,15,Friday,winter,0,working
2019-03-16,44609.23682847823,2019,2019-03-16,3,16,Saturday,winter,0,non-working
2019-03-17,43912.12220029173,2019,2019-03-17,3,17,Sunday,winter,0,non-working
2019-03-18,48286.85328691284,2019,2019-03-18,3,18,Monday,winter,0,working
2019-03-19,47413.793471633624,2019,2019-03-19,3,19,Tuesday,winter,0,working
2019-03-20,50522.99054456803,2019,2019-03-20,3,20,Wednesday,winter,0,working
2019-03-21,50940.617786871066,2019,2019-03-21,3,21,Thursday,winter,0,working
2019-03-22,48017.307141935176,2019,2019-03-22,3,22,Friday,winter,0,working
2019-03-23,44591.729532845595,2019,2019-03-23,3,23,Saturday,winter,0,non-working
2019-03-24,42690.20054613715,2019,2019-03-24,3,24,Sunday,winter,0,non-working
2019-03-25,47711.598109954866,2019,2019-03-25,3,25,Monday,winter,0,working
2019-03-26,49312.733062378145,2019,2019-03-26,3,26,Tuesday,winter,0,working
2019-03-27,49187.05713680482,2019,2019-03-27,3,27,Wednesday,winter,0,working
2019-03-28,47535.71590484404,2019,2019-03-28,3,28,Thursday,winter,0,working
2019-03-29,47892.62491237548,2019,2019-03-29,3,29,Friday,winter,0,working
2019-03-30,44248.22393579045,2019,2019-03-30,3,30,Saturday,winter,0,non-working
2019-03-31,44293.72026976125,2019,2019-03-31,3,31,Sunday,winter,0,non-working
2019-04-01,51038.21507551877,2019,2019-04-01,4,1,Monday,winter,0,working
2019-04-02,46961.0926252718,2019,2019-04-02,4,2,Tuesday,winter,0,working
2019-04-03,47943.59651744476,2019,2019-04-03,4,3,Wednesday,winter,0,working
2019-04-04,48211.68466561968,2019,2019-04-04,4,4,Thursday,winter,0,working
2019-04-05,48131.15897878643,2019,2019-04-05,4,5,Friday,winter,0,working
2019-04-06,43879.37408828173,2019,2019-04-06,4,6,Saturday,winter,0,non-working
2019-04-07,43617.98702726448,2019,2019-04-07,4,7,Sunday,winter,0,non-working
2019-04-08,51769.62520252361,2019,2019-04-08,4,8,Monday,winter,0,working
2019-04-09,49369.645640564006,2019,2019-04-09,4,9,Tuesday,winter,0,working
2019-04-10,46190.16778902797,2019,2019-04-10,4,10,Wednesday,winter,0,working
2019-04-11,47146.914418321365,2019,2019-04-11,4,11,Thursday,winter,0,working
2019-04-12,46275.69607541716,2019,2019-04-12,4,12,Friday,winter,0,working
2019-04-13,42974.47468628292,2019,2019-04-13,4,13,Saturday,winter,0,non-working
2019-04-14,42153.29584206577,2019,2019-04-14,4,14,Sunday,winter,0,non-working
2019-04-15,46251.84588703385,2019,2019-04-15,4,15,Monday,winter,0,working
2019-04-16,49407.41977905022,2019,2019-04-16,4,16,Tuesday,winter,0,working
2019-04-17,47372.18297670699,2019,2019-04-17,4,17,Wednesday,winter,0,working
2019-04-18,49104.6572161676,2019,2019-04-18,4,18,Thursday,winter,0,working
2019-04-19,48544.710626396205,2019,2019-04-19,4,19,Friday,winter,0,working
2019-04-20,44144.77745087177,2019,2019-04-20,4,20,Saturday,winter,0,non-working
2019-04-21,41214.64737294892,2019,2019-04-21,4,21,Sunday,winter,0,non-working
2019-04-22,47470.96730180665,2019,2019-04-22,4,22,Monday,winter,0,working
2019-04-23,48786.19434302933,2019,2019-04-23,4,23,Tuesday,winter,0,working
2019-04-24,49780.0818411974,2019,2019-04-24,4,24,Wednesday,winter,0,working
2019-04-25,49678.7319159904,2019,2019-04-25,4,25,Thursday,winter,0,working
2019-04-26,46369.666020265315,2019,2019-04-26,4,26,Friday,winter,0,working
2019-04-27,44570.71226135534,2019,2019-04-27,4,27,Saturday,winter,0,non-working
2019-04-28,44443.27738500022,2019,2019-04-28,4,28,Sunday,winter,0,non-working
2019-04-29,50331.11335298754,2019,2019-04-29,4,29,Monday,winter,0,working
2019-04-30,51243.33347259086,2019,2019-04-30,4,30,Tuesday,winter,0,working
2019-05-01,48018.926493918596,2019,2019-05-01,5,1,Wednesday,winter,0,working
2019-05-02,49158.83340997943,2019,2019-05-02,5,2,Thursday,winter,0,working
2019-05-03,48998.32030826078,2019,2019-05-03,5,3,Friday,winter,0,working
2019-05-04,44176.381327449155,2019,2019-05-04,5,4,Saturday,winter,0,non-working
2019-05-05,42506.74101060243,2019,2019-05-05,5,5,Sunday,winter,0,non-working
2019-05-06,48712.0848217557,2019,2019-05-06,5,6,Monday,winter,0,working
2019-05-07,49949.61801105073,2019,2019-05-07,5,7,Tuesday,winter,0,working
2019-05-08,51399.87922968783,2019,2019-05-08,5,8,Wednesday,winter,0,working
2019-05-09,50602.46468692344,2019,2019-05-09,5,9,Thursday,winter,0,working
2019-05-10,50274.82352047115,2019,2019-05-10,5,10,Friday,winter,0,working
2019-05-11,45429.38381168006,2019,2019-05-11,5,11,Saturday,winter,0,non-working
2019-05-12,42852.52461871071,2019,2019-05-12,5,12,Sunday,winter,0,non-working
2019-05-13,50230.18860005516,2019,2019-05-13,5,13,Monday,winter,0,working
2019-05-14,49742.8117607781,2019,2019-05-14,5,14,Tuesday,winter,0,working
2019-05-15,51670.62520609808,2019,2019-05-15,5,15,Wednesday,winter,0,working
2019-05-16,49197.93838404323,2019,2019-05-16,5,16,Thursday,winter,0,working
2019-05-17,46560.96063825472,2019,2019-05-17,5,17,Friday,winter,0,working
2019-05-18,42971.56502363291,2019,2019-05-18,5,18,Saturday,winter,0,non-working
2019-05-19,45156.80108771181,2019,2019-05-19,5,19,Sunday,winter,0,non-working
2019-05-20,46924.96917356237,2019,2019-05-20,5,20,Monday,winter,0,working
2019-05-21,48969.62410462903,2019,2019-05-21,5,21,Tuesday,winter,0,working
2019-05-22,47977.99774769755,2019,2019-05-22,5,22,Wednesday,winter,0,working
2019-05-23,50648.21138884965,2019,2019-05-23,5,23,Thursday,winter,0,working
2019-05-24,45334.04231947504,2019,2019-05-24,5,24,Friday,winter,0,working
2019-05-25,43006.25068705132,2019,2019-05-25,5,25,Saturday,winter,0,non-working
2019-05-26,45142.11146952385,2019,2019-05-26,5,26,Sunday,winter,0,non-working
2019-05-27,41563.19433401432,2019,2019-05-27,5,27,Monday,winter,1,non-working
2019-05-28,45910.48659943357,2019,2019-05-28,5,28,Tuesday,winter,0,working
2019-05-29,47448.473714560656,2019,2019-05-29,5,29,Wednesday,winter,0,working
2019-05-30,48570.814886373126,2019,2019-05-30,5,30,Thursday,winter,0,working
2019-05-31,48864.68811733642,2019,2019-05-31,5,31,Friday,winter,0,working
2019-06-01,45655.63060357636,2019,2019-06-01,6,1,Saturday,summer,0,non-working
2019-06-02,44824.19322060264,2019,2019-06-02,6,2,Sunday,summer,0,non-working
2019-06-03,50821.36168295788,2019,2019-06-03,6,3,Monday,summer,0,working
2019-06-04,50601.62358040143,2019,2019-06-04,6,4,Tuesday,summer,0,working
2019-06-05,50997.53612217808,2019,2019-06-05,6,5,Wednesday,summer,0,working
2019-06-06,50902.90753383564,2019,2019-06-06,6,6,Thursday,summer,0,working
2019-06-07,49751.68060539999,2019,2019-06-07,6,7,Friday,summer,0,working
2019-06-08,44525.59743923989,2019,2019-06-08,6,8,Saturday,summer,0,non-working
2019-06-09,45449.9658194751,2019,2019-06-09,6,9,Sunday,summer,0,non-working
2019-06-10,56520.41830711863,2019,2019-06-10,6,10,Monday,summer,0,working
2019-06-11,57277.49405083416,2019,2019-06-11,6,11,Tuesday,summer,0,working
2019-06-12,55092.17450025793,2019,2019-06-12,6,12,Wednesday,summer,0,working
2019-06-13,52384.264962429574,2019,2019-06-13,6,13,Thursday,summer,0,working
2019-06-14,48750.85386160235,2019,2019-06-14,6,14,Friday,summer,0,working
2019-06-15,46386.038053957884,2019,2019-06-15,6,15,Saturday,summer,0,non-working
2019-06-16,47204.534984807346,2019,2019-06-16,6,16,Sunday,summer,0,non-working
2019-06-17,52540.759012026676,2019,2019-06-17,6,17,Monday,summer,0,working
2019-06-18,51049.9289536869,2019,2019-06-18,6,18,Tuesday,summer,0,working
2019-06-19,50558.107905921745,2019,2019-06-19,6,19,Wednesday,summer,0,working
2019-06-20,51124.97996359355,2019,2019-06-20,6,20,Thursday,summer,0,working
2019-06-21,50269.35581787766,2019,2019-06-21,6,21,Friday,summer,0,working
2019-06-22,46901.769240785856,2019,2019-06-22,6,22,Saturday,summer,0,non-working
2019-06-23,47276.875905440764,2019,2019-06-23,6,23,Sunday,summer,0,non-working
2019-06-24,52522.35797627346,2019,2019-06-24,6,24,Monday,summer,0,working
2019-06-25,52675.11015041284,2019,2019-06-25,6,25,Tuesday,summer,0,working
2019-06-26,50328.05525957014,2019,2019-06-26,6,26,Wednesday,summer,0,working
2019-06-27,50997.211602195115,2019,2019-06-27,6,27,Thursday,summer,0,working
2019-06-28,51134.87220116294,2019,2019-06-28,6,28,Friday,summer,0,working
2019-06-29,49635.047660855154,2019,2019-06-29,6,29,Saturday,summer,0,non-working
2019-06-30,50019.30562300666,2019,2019-06-30,6,30,Sunday,summer,0,non-working
2019-07-01,54694.40347015209,2019,2019-07-01,7,1,Monday,summer,0,working
2019-07-02,53027.30111265681,2019,2019-07-02,7,2,Tuesday,summer,0,working
2019-07-03,51039.17075620713,2019,2019-07-03,7,3,Wednesday,summer,0,working
2019-07-04,46121.65365014552,2019,2019-07-04,7,4,Thursday,summer,1,non-working
2019-07-05,50244.63213868212,2019,2019-07-05,7,5,Friday,summer,0,working
2019-07-06,48212.46820002446,2019,2019-07-06,7,6,Saturday,summer,0,non-working
2019-07-07,46415.167747227606,2019,2019-07-07,7,7,Sunday,summer,0,non-working
2019-07-08,51876.98965286353,2019,2019-07-08,7,8,Monday,summer,0,working
2019-07-09,53767.97753750601,2019,2019-07-09,7,9,Tuesday,summer,0,working
2019-07-10,55132.56457328787,2019,2019-07-10,7,10,Wednesday,summer,0,working
2019-07-11,56889.26799259448,2019,2019-07-11,7,11,Thursday,summer,0,working
2019-07-12,57094.776899370714,2019,2019-07-12,7,12,Friday,summer,0,working
2019-07-13,53003.70046267939,2019,2019-07-13,7,13,Saturday,summer,0,non-working
2019-07-14,51698.273808249854,2019,2019-07-14,7,14,Sunday,summer,0,non-working
2019-07-15,60201.9251455325,2019,2019-07-15,7,15,Monday,summer,0,working
2019-07-16,57729.64561926176,2019,2019-07-16,7,16,Tuesday,summer,0,working
2019-07-17,55156.85811114639,2019,2019-07-17,7,17,Wednesday,summer,0,working
2019-07-18,56028.972831553576,2019,2019-07-18,7,18,Thursday,summer,0,working
2019-07-19,54077.097707627916,2019,2019-07-19,7,19,Friday,summer,0,working
2019-07-20,50721.31498405096,2019,2019-07-20,7,20,Saturday,summer,0,non-working
2019-07-21,52235.8117778773,2019,2019-07-21,7,21,Sunday,summer,0,non-working
2019-07-22,61160.45965119604,2019,2019-07-22,7,22,Monday,summer,0,working
2019-07-23,68036.46814660671,2019,2019-07-23,7,23,Tuesday,summer,0,working
2019-07-24,70842.01585302452,2019,2019-07-24,7,24,Wednesday,summer,0,working
2019-07-25,72281.88356287905,2019,2019-07-25,7,25,Thursday,summer,0,working
2019-07-26,70512.52382551905,2019,2019-07-26,7,26,Friday,summer,0,working
2019-07-27,64940.264401168184,2019,2019-07-27,7,27,Saturday,summer,0,non-working
2019-07-28,59123.88423990459,2019,2019-07-28,7,28,Sunday,summer,0,non-working
2019-07-29,61230.65397795518,2019,2019-07-29,7,29,Monday,summer,0,working
2019-07-30,59037.752482808355,2019,2019-07-30,7,30,Tuesday,summer,0,working
2019-07-31,57821.45072251186,2019,2019-07-31,7,31,Wednesday,summer,0,working
2019-08-01,61825.62664932807,2019,2019-08-01,8,1,Thursday,summer,0,working
2019-08-02,62830.035822653124,2019,2019-08-02,8,2,Friday,summer,0,working
2019-08-03,58063.04363397765,2019,2019-08-03,8,3,Saturday,summer,0,non-working
2019-08-04,56376.74664028417,2019,2019-08-04,8,4,Sunday,summer,0,non-working
2019-08-05,63355.68371799268,2019,2019-08-05,8,5,Monday,summer,0,working
2019-08-06,63607.717414780884,2019,2019-08-06,8,6,Tuesday,summer,0,working
2019-08-07,61085.97927410558,2019,2019-08-07,8,7,Wednesday,summer,0,working
2019-08-08,60435.12356667079,2019,2019-08-08,8,8,Thursday,summer,0,working
2019-08-09,59276.14651584822,2019,2019-08-09,8,9,Friday,summer,0,working
2019-08-10,54399.21406445115,2019,2019-08-10,8,10,Saturday,summer,0,non-working
2019-08-11,51564.093237331894,2019,2019-08-11,8,11,Sunday,summer,0,non-working
2019-08-12,56670.13753241781,2019,2019-08-12,8,12,Monday,summer,0,working
2019-08-13,59185.26952129172,2019,2019-08-13,8,13,Tuesday,summer,0,working
2019-08-14,62163.79563595133,2019,2019-08-14,8,14,Wednesday,summer,0,working
2019-08-15,61449.64158720468,2019,2019-08-15,8,15,Thursday,summer,0,working
2019-08-16,57936.152512701214,2019,2019-08-16,8,16,Friday,summer,0,working
2019-08-17,51524.181802922714,2019,2019-08-17,8,17,Saturday,summer,0,non-working
2019-08-18,51049.05397189184,2019,2019-08-18,8,18,Sunday,summer,0,non-working
2019-08-19,58116.98027689895,2019,2019-08-19,8,19,Monday,summer,0,working
2019-08-20,61147.441222824345,2019,2019-08-20,8,20,Tuesday,summer,0,working
2019-08-21,62504.424680897995,2019,2019-08-21,8,21,Wednesday,summer,0,working
2019-08-22,57813.18361132632,2019,2019-08-22,8,22,Thursday,summer,0,working
2019-08-23,58151.91417822972,2019,2019-08-23,8,23,Friday,summer,0,working
2019-08-24,57248.605771612456,2019,2019-08-24,8,24,Saturday,summer,0,non-working
2019-08-25,62890.835796363324,2019,2019-08-25,8,25,Sunday,summer,0,non-working
2019-08-26,70556.78309657666,2019,2019-08-26,8,26,Monday,summer,0,working
2019-08-27,67324.74932593055,2019,2019-08-27,8,27,Tuesday,summer,0,working
2019-08-28,63128.16316725469,2019,2019-08-28,8,28,Wednesday,summer,0,working
2019-08-29,65920.10296147251,2019,2019-08-29,8,29,Thursday,summer,0,working
2019-08-30,68421.57887583962,2019,2019-08-30,8,30,Friday,summer,0,working
2019-08-31,63363.32213566685,2019,2019-08-31,8,31,Saturday,summer,0,non-working
2019-09-01,61727.41872615865,2019,2019-09-01,9,1,Sunday,summer,0,non-working
2019-09-02,68077.58597862406,2019,2019-09-02,9,2,Monday,summer,1,non-working
2019-09-03,76854.43581666987,2019,2019-09-03,9,3,Tuesday,summer,0,working
2019-09-04,76829.24460687175,2019,2019-09-04,9,4,Wednesday,summer,0,working
2019-09-05,76973.3943830811,2019,2019-09-05,9,5,Thursday,summer,0,working
2019-09-06,75317.5757295021,2019,2019-09-06,9,6,Friday,summer,0,working
2019-09-07,67018.33469972492,2019,2019-09-07,9,7,Saturday,summer,0,non-working
2019-09-08,56130.12814079126,2019,2019-09-08,9,8,Sunday,summer,0,non-working
2019-09-09,58593.826402612714,2019,2019-09-09,9,9,Monday,summer,0,working
2019-09-10,57675.86854038915,2019,2019-09-10,9,10,Tuesday,summer,0,working
2019-09-11,57854.63434910725,2019,2019-09-11,9,11,Wednesday,summer,0,working
2019-09-12,60639.8490280483,2019,2019-09-12,9,12,Thursday,summer,0,working
2019-09-13,66039.27655371655,2019,2019-09-13,9,13,Friday,summer,0,working
2019-09-14,65000.90984398342,2019,2019-09-14,9,14,Saturday,summer,0,non-working
2019-09-15,63165.56167236585,2019,2019-09-15,9,15,Sunday,summer,0,non-working
2019-09-16,65518.90752507819,2019,2019-09-16,9,16,Monday,summer,0,working
2019-09-17,61050.38344154171,2019,2019-09-17,9,17,Tuesday,summer,0,working
2019-09-18,57946.97661727967,2019,2019-09-18,9,18,Wednesday,summer,0,working
2019-09-19,56544.78611650456,2019,2019-09-19,9,19,Thursday,summer,0,working
2019-09-20,54985.832532933666,2019,2019-09-20,9,20,Friday,summer,0,working
2019-09-21,53807.98384016732,2019,2019-09-21,9,21,Saturday,summer,0,non-working
2019-09-22,56703.77442608747,2019,2019-09-22,9,22,Sunday,summer,0,non-working
2019-09-23,60656.08442900709,2019,2019-09-23,9,23,Monday,summer,0,working
2019-09-24,59927.52844384016,2019,2019-09-24,9,24,Tuesday,summer,0,working
2019-09-25,61978.66904253425,2019,2019-09-25,9,25,Wednesday,summer,0,working
2019-09-26,60258.79562015597,2019,2019-09-26,9,26,Thursday,summer,0,working
2019-09-27,58506.61442070432,2019,2019-09-27,9,27,Friday,summer,0,working
2019-09-28,52772.66560540783,2019,2019-09-28,9,28,Saturday,summer,0,non-working
2019-09-29,46125.08824156409,2019,2019-09-29,9,29,Sunday,summer,0,non-working
2019-09-30,50359.46517720731,2019,2019-09-30,9,30,Monday,summer,0,working
2019-10-01,50444.38327766792,2019,2019-10-01,10,1,Tuesday,summer,0,working
2019-10-02,51214.04688579586,2019,2019-10-02,10,2,Wednesday,summer,0,working
2019-10-03,51733.20783112969,2019,2019-10-03,10,3,Thursday,summer,0,working
2019-10-04,50561.58628933469,2019,2019-10-04,10,4,Friday,summer,0,working
2019-10-05,46951.50604193529,2019,2019-10-05,10,5,Saturday,summer,0,non-working
2019-10-06,47960.64648510606,2019,2019-10-06,10,6,Sunday,summer,0,non-working
2019-10-07,54600.2847603793,2019,2019-10-07,10,7,Monday,summer,0,working
2019-10-08,54111.41190269577,2019,2019-10-08,10,8,Tuesday,summer,0,working
2019-10-09,52746.62814016933,2019,2019-10-09,10,9,Wednesday,summer,0,working
2019-10-10,52115.923681299624,2019,2019-10-10,10,10,Thursday,summer,0,working
2019-10-11,52115.20587605794,2019,2019-10-11,10,11,Friday,summer,0,working
2019-10-12,47905.54852233114,2019,2019-10-12,10,12,Saturday,summer,0,non-working
2019-10-13,47288.838738693805,2019,2019-10-13,10,13,Sunday,summer,0,non-working
2019-10-14,51712.11500013606,2019,2019-10-14,10,14,Monday,summer,1,non-working
2019-10-15,52954.74221978081,2019,2019-10-15,10,15,Tuesday,summer,0,working
2019-10-16,55538.00820852787,2019,2019-10-16,10,16,Wednesday,summer,0,working
2019-10-17,53795.51398803711,2019,2019-10-17,10,17,Thursday,summer,0,working
2019-10-18,51885.021889919706,2019,2019-10-18,10,18,Friday,summer,0,working
2019-10-19,47792.95531100803,2019,2019-10-19,10,19,Saturday,summer,0,non-working
2019-10-20,47802.78655463325,2019,2019-10-20,10,20,Sunday,summer,0,non-working
2019-10-21,56314.52187310113,2019,2019-10-21,10,21,Monday,summer,0,working
2019-10-22,60558.32394680447,2019,2019-10-22,10,22,Tuesday,summer,0,working
2019-10-23,58116.194372965496,2019,2019-10-23,10,23,Wednesday,summer,0,working
