Date,SDGE,Year,Dates,Month,Day,Week_day,Season,Holiday,Non_working
2021-06-21,51666.20999999999,2021,2021-06-21,6,21,Monday,summer,0,working
2021-06-22,54679.35,2021,2021-06-22,6,22,Tuesday,summer,0,working
2021-06-23,54292.03,2021,2021-06-23,6,23,Wednesday,summer,0,working
2021-06-24,50914.62,2021,2021-06-24,6,24,Thursday,summer,0,working
2021-06-25,51230.78999999999,2021,2021-06-25,6,25,Friday,summer,0,working
2021-06-26,48814.84,2021,2021-06-26,6,26,Saturday,summer,0,non-working
2021-06-27,48598.4,2021,2021-06-27,6,27,Sunday,summer,0,non-working
2021-06-28,54053.59,2021,2021-06-28,6,28,Monday,summer,0,working
2021-06-29,54781.99,2021,2021-06-29,6,29,Tuesday,summer,0,working
2021-06-30,55007.479999999996,2021,2021-06-30,6,30,Wednesday,summer,0,working
2021-07-01,55041.14,2021,2021-07-01,7,1,Thursday,summer,0,working
2021-07-02,54474.41,2021,2021-07-02,7,2,Friday,summer,0,working
2021-07-03,51049.5,2021,2021-07-03,7,3,Saturday,summer,0,non-working
2021-07-04,47827.51,2021,2021-07-04,7,4,Sunday,summer,0,non-working
2021-07-05,51233.14,2021,2021-07-05,7,5,Monday,summer,1,non-working
2021-07-06,53466.97,2021,2021-07-06,7,6,Tuesday,summer,0,working
2021-07-07,54619.94,2021,2021-07-07,7,7,Wednesday,summer,0,working
2021-07-08,57857.65,2021,2021-07-08,7,8,Thursday,summer,0,working
2021-07-09,60471.850000000006,2021,2021-07-09,7,9,Friday,summer,0,working
2021-07-10,58680.759999999995,2021,2021-07-10,7,10,Saturday,summer,0,non-working
2021-07-11,53750.170000000006,2021,2021-07-11,7,11,Sunday,summer,0,non-working
2021-07-12,57398.740000000005,2021,2021-07-12,7,12,Monday,summer,0,working
2021-07-13,60380.520000000004,2021,2021-07-13,7,13,Tuesday,summer,0,working
2021-07-14,61225.59,2021,2021-07-14,7,14,Wednesday,summer,0,working
2021-07-15,61594.0,2021,2021-07-15,7,15,Thursday,summer,0,working
2021-07-16,60718.39,2021,2021-07-16,7,16,Friday,summer,0,working
2021-07-17,57210.73,2021,2021-07-17,7,17,Saturday,summer,0,non-working
2021-07-18,60386.79,2021,2021-07-18,7,18,Sunday,summer,0,non-working
2021-07-19,66085.29999999999,2021,2021-07-19,7,19,Monday,summer,0,working
2021-07-20,66020.37,2021,2021-07-20,7,20,Tuesday,summer,0,working
2021-07-21,66649.14,2021,2021-07-21,7,21,Wednesday,summer,0,working
2021-07-22,63673.2,2021,2021-07-22,7,22,Thursday,summer,0,working
2021-07-23,61013.369999999995,2021,2021-07-23,7,23,Friday,summer,0,working
2021-07-24,55942.56,2021,2021-07-24,7,24,Saturday,summer,0,non-working
2021-07-25,54724.46,2021,2021-07-25,7,25,Sunday,summer,0,non-working
2021-07-26,60353.31,2021,2021-07-26,7,26,Monday,summer,0,working
2021-07-27,61306.380000000005,2021,2021-07-27,7,27,Tuesday,summer,0,working
2021-07-28,62583.83,2021,2021-07-28,7,28,Wednesday,summer,0,working
2021-07-29,62446.770000000004,2021,2021-07-29,7,29,Thursday,summer,0,working
2021-07-30,61341.56999999999,2021,2021-07-30,7,30,Friday,summer,0,working
2021-07-31,57095.39,2021,2021-07-31,7,31,Saturday,summer,0,non-working
2021-08-01,56276.37,2021,2021-08-01,8,1,Sunday,summer,0,non-working
2021-08-02,64285.83,2021,2021-08-02,8,2,Monday,summer,0,working
2021-08-03,62677.19,2021,2021-08-03,8,3,Tuesday,summer,0,working
2021-08-04,60626.200000000004,2021,2021-08-04,8,4,Wednesday,summer,0,working
2021-08-05,60575.95,2021,2021-08-05,8,5,Thursday,summer,0,working
2021-08-06,56242.29,2021,2021-08-06,8,6,Friday,summer,0,working
2021-08-07,50888.32,2021,2021-08-07,8,7,Saturday,summer,0,non-working
2021-08-08,50119.94,2021,2021-08-08,8,8,Sunday,summer,0,non-working
2021-08-09,58648.26,2021,2021-08-09,8,9,Monday,summer,0,working
2021-08-10,63100.07,2021,2021-08-10,8,10,Tuesday,summer,0,working
2021-08-11,71335.59,2021,2021-08-11,8,11,Wednesday,summer,0,working
2021-08-12,71706.33,2021,2021-08-12,8,12,Thursday,summer,0,working
2021-08-13,68123.73999999999,2021,2021-08-13,8,13,Friday,summer,0,working
2021-08-14,62206.81,2021,2021-08-14,8,14,Saturday,summer,0,non-working
2021-08-15,59643.32,2021,2021-08-15,8,15,Sunday,summer,0,non-working
2021-08-16,67505.29000000001,2021,2021-08-16,8,16,Monday,summer,0,working
2021-08-17,66890.93,2021,2021-08-17,8,17,Tuesday,summer,0,working
2021-08-18,64925.399999999994,2021,2021-08-18,8,18,Wednesday,summer,0,working
2021-08-19,61934.36,2021,2021-08-19,8,19,Thursday,summer,0,working
2021-08-20,59986.42999999999,2021,2021-08-20,8,20,Friday,summer,0,working
2021-08-21,54067.23,2021,2021-08-21,8,21,Saturday,summer,0,non-working
2021-08-22,52126.81,2021,2021-08-22,8,22,Sunday,summer,0,non-working
2021-08-23,57583.38,2021,2021-08-23,8,23,Monday,summer,0,working
2021-08-24,57542.770000000004,2021,2021-08-24,8,24,Tuesday,summer,0,working
2021-08-25,62741.729999999996,2021,2021-08-25,8,25,Wednesday,summer,0,working
2021-08-26,68089.65,2021,2021-08-26,8,26,Thursday,summer,0,working
2021-08-27,65860.39000000001,2021,2021-08-27,8,27,Friday,summer,0,working
2021-08-28,58372.46000000001,2021,2021-08-28,8,28,Saturday,summer,0,non-working
2021-08-29,57217.87,2021,2021-08-29,8,29,Sunday,summer,0,non-working
2021-08-30,60893.59,2021,2021-08-30,8,30,Monday,summer,0,working
2021-08-31,59776.31,2021,2021-08-31,8,31,Tuesday,summer,0,working
2021-09-01,57989.09999999999,2021,2021-09-01,9,1,Wednesday,summer,0,working
2021-09-02,58038.090000000004,2021,2021-09-02,9,2,Thursday,summer,0,working
2021-09-03,57139.1,2021,2021-09-03,9,3,Friday,summer,0,working
2021-09-04,58431.78999999999,2021,2021-09-04,9,4,Saturday,summer,0,non-working
2021-09-05,58742.08,2021,2021-09-05,9,5,Sunday,summer,0,non-working
2021-09-06,60088.39,2021,2021-09-06,9,6,Monday,summer,1,non-working
2021-09-07,64897.86,2021,2021-09-07,9,7,Tuesday,summer,0,working
2021-09-08,66350.97,2021,2021-09-08,9,8,Wednesday,summer,0,working
2021-09-09,69871.76000000001,2021,2021-09-09,9,9,Thursday,summer,0,working
2021-09-10,70142.6,2021,2021-09-10,9,10,Friday,summer,0,working
2021-09-11,65966.23000000001,2021,2021-09-11,9,11,Saturday,summer,0,non-working
2021-09-12,62291.63,2021,2021-09-12,9,12,Sunday,summer,0,non-working
2021-09-13,61860.97,2021,2021-09-13,9,13,Monday,summer,0,working
2021-09-14,58130.509999999995,2021,2021-09-14,9,14,Tuesday,summer,0,working
2021-09-15,56505.91,2021,2021-09-15,9,15,Wednesday,summer,0,working
2021-09-16,55200.93,2021,2021-09-16,9,16,Thursday,summer,0,working
2021-09-17,54560.05,2021,2021-09-17,9,17,Friday,summer,0,working
2021-09-18,49807.2,2021,2021-09-18,9,18,Saturday,summer,0,non-working
2021-09-19,47673.56,2021,2021-09-19,9,19,Sunday,summer,0,non-working
2021-09-20,55090.630000000005,2021,2021-09-20,9,20,Monday,summer,0,working
2021-09-21,65312.50000000001,2021,2021-09-21,9,21,Tuesday,summer,0,working
2021-09-22,68306.57,2021,2021-09-22,9,22,Wednesday,summer,0,working
2021-09-23,63197.01,2021,2021-09-23,9,23,Thursday,summer,0,working
2021-09-24,57534.009999999995,2021,2021-09-24,9,24,Friday,summer,0,working
2021-09-25,52158.96,2021,2021-09-25,9,25,Saturday,summer,0,non-working
2021-09-26,52214.36,2021,2021-09-26,9,26,Sunday,summer,0,non-working
2021-09-27,55153.22,2021,2021-09-27,9,27,Monday,summer,0,working
2021-09-28,53786.71,2021,2021-09-28,9,28,Tuesday,summer,0,working
2021-09-29,51878.82000000001,2021,2021-09-29,9,29,Wednesday,summer,0,working
2021-09-30,53520.899999999994,2021,2021-09-30,9,30,Thursday,summer,0,working
2021-10-01,54896.65,2021,2021-10-01,10,1,Friday,summer,0,working
2021-10-02,54260.05,2021,2021-10-02,10,2,Saturday,summer,0,non-working
2021-10-03,55814.32,2021,2021-10-03,10,3,Sunday,summer,0,non-working
2021-10-04,59471.5,2021,2021-10-04,10,4,Monday,summer,0,working
2021-10-05,56652.54,2021,2021-10-05,10,5,Tuesday,summer,0,working
2021-10-06,57613.9,2021,2021-10-06,10,6,Wednesday,summer,0,working
2021-10-07,56539.35,2021,2021-10-07,10,7,Thursday,summer,0,working
2021-10-08,53985.130000000005,2021,2021-10-08,10,8,Friday,summer,0,working
2021-10-09,45812.3,2021,2021-10-09,10,9,Saturday,summer,0,non-working
2021-10-10,45799.24,2021,2021-10-10,10,10,Sunday,summer,0,non-working
2021-10-11,51127.86,2021,2021-10-11,10,11,Monday,summer,1,non-working
2021-10-12,47704.03,2021,2021-10-12,10,12,Tuesday,summer,0,working
2021-10-13,48004.01,2021,2021-10-13,10,13,Wednesday,summer,0,working
2021-10-14,48848.16,2021,2021-10-14,10,14,Thursday,summer,0,working
2021-10-15,51336.71,2021,2021-10-15,10,15,Friday,summer,0,working
2021-10-16,48344.85,2021,2021-10-16,10,16,Saturday,summer,0,non-working
2021-10-17,45608.659999999996,2021,2021-10-17,10,17,Sunday,summer,0,non-working
2021-10-18,52584.66,2021,2021-10-18,10,18,Monday,summer,0,working
2021-10-19,48276.29,2021,2021-10-19,10,19,Tuesday,summer,0,working
2021-10-20,48608.36,2021,2021-10-20,10,20,Wednesday,summer,0,working
2021-10-21,49367.86,2021,2021-10-21,10,21,Thursday,summer,0,working
2021-10-22,49659.39,2021,2021-10-22,10,22,Friday,summer,0,working
2021-10-23,46538.65,2021,2021-10-23,10,23,Saturday,summer,0,non-working
2021-10-24,44453.649999999994,2021,2021-10-24,10,24,Sunday,summer,0,non-working
2021-10-25,53117.16,2021,2021-10-25,10,25,Monday,summer,0,working
2021-10-26,48729.3,2021,2021-10-26,10,26,Tuesday,summer,0,working
2021-10-27,49948.54,2021,2021-10-27,10,27,Wednesday,summer,0,working
2021-10-28,52656.47,2021,2021-10-28,10,28,Thursday,summer,0,working
2021-10-29,52346.020000000004,2021,2021-10-29,10,29,Friday,summer,0,working
2021-10-30,47139.229999999996,2021,2021-10-30,10,30,Saturday,summer,0,non-working
2021-10-31,45783.92,2021,2021-10-31,10,31,Sunday,summer,0,non-working
2021-11-01,50955.45,2021,2021-11-01,11,1,Monday,winter,0,working
2021-11-02,50960.01,2021,2021-11-02,11,2,Tuesday,winter,0,working
2021-11-03,50321.32,2021,2021-11-03,11,3,Wednesday,winter,0,working
2021-11-04,50618.89,2021,2021-11-04,11,4,Thursday,winter,0,working
2021-11-05,49364.54,2021,2021-11-05,11,5,Friday,winter,0,working
2021-11-06,46714.33,2021,2021-11-06,11,6,Saturday,winter,0,non-working
2021-11-07,46713.5,2021,2021-11-07,11,7,Sunday,winter,0,non-working
2021-11-08,48926.87,2021,2021-11-08,11,8,Monday,winter,0,working
2021-11-09,49798.799999999996,2021,2021-11-09,11,9,Tuesday,winter,0,working
2021-11-10,50208.86,2021,2021-11-10,11,10,Wednesday,winter,0,working
2021-11-11,52275.2,2021,2021-11-11,11,11,Thursday,winter,1,non-working
2021-11-12,55686.0,2021,2021-11-12,11,12,Friday,winter,0,working
2021-11-13,50263.490000000005,2021,2021-11-13,11,13,Saturday,winter,0,non-working
2021-11-14,48373.66,2021,2021-11-14,11,14,Sunday,winter,0,non-working
2021-11-15,50496.659999999996,2021,2021-11-15,11,15,Monday,winter,0,working
2021-11-16,49344.97,2021,2021-11-16,11,16,Tuesday,winter,0,working
2021-11-17,48492.0,2021,2021-11-17,11,17,Wednesday,winter,0,working
2021-11-18,50103.46,2021,2021-11-18,11,18,Thursday,winter,0,working
2021-11-19,49849.840000000004,2021,2021-11-19,11,19,Friday,winter,0,working
2021-11-20,46143.72,2021,2021-11-20,11,20,Saturday,winter,0,non-working
2021-11-21,45782.64,2021,2021-11-21,11,21,Sunday,winter,0,non-working
2021-11-22,50090.7,2021,2021-11-22,11,22,Monday,winter,0,working
2021-11-23,51071.76,2021,2021-11-23,11,23,Tuesday,winter,0,working
2021-11-24,49508.13,2021,2021-11-24,11,24,Wednesday,winter,0,working
2021-11-25,46083.689999999995,2021,2021-11-25,11,25,Thursday,winter,1,non-working
2021-11-26,46101.52,2021,2021-11-26,11,26,Friday,winter,0,working
2021-11-27,45339.86,2021,2021-11-27,11,27,Saturday,winter,0,non-working
2021-11-28,45993.17,2021,2021-11-28,11,28,Sunday,winter,0,non-working
2021-11-29,51454.84999999999,2021,2021-11-29,11,29,Monday,winter,0,working
2021-11-30,51561.97,2021,2021-11-30,11,30,Tuesday,winter,0,working
2021-12-01,52034.6,2021,2021-12-01,12,1,Wednesday,winter,0,working
2021-12-02,52993.060000000005,2021,2021-12-02,12,2,Thursday,winter,0,working
2021-12-03,53546.95,2021,2021-12-03,12,3,Friday,winter,0,working
2021-12-04,49758.16,2021,2021-12-04,12,4,Saturday,winter,0,non-working
2021-12-05,48329.490000000005,2021,2021-12-05,12,5,Sunday,winter,0,non-working
2021-12-06,52176.61,2021,2021-12-06,12,6,Monday,winter,0,working
2021-12-07,57665.75,2021,2021-12-07,12,7,Tuesday,winter,0,working
2021-12-08,51914.189999999995,2021,2021-12-08,12,8,Wednesday,winter,0,working
2021-12-09,57344.270000000004,2021,2021-12-09,12,9,Thursday,winter,0,working
2021-12-10,54237.65,2021,2021-12-10,12,10,Friday,winter,0,working
2021-12-11,49420.42,2021,2021-12-11,12,11,Saturday,winter,0,non-working
2021-12-12,50124.86,2021,2021-12-12,12,12,Sunday,winter,0,non-working
2021-12-13,59207.86,2021,2021-12-13,12,13,Monday,winter,0,working
2021-12-14,59163.39,2021,2021-12-14,12,14,Tuesday,winter,0,working
2021-12-15,56953.08,2021,2021-12-15,12,15,Wednesday,winter,0,working
2021-12-16,56826.04,2021,2021-12-16,12,16,Thursday,winter,0,working
2021-12-17,52885.619999999995,2021,2021-12-17,12,17,Friday,winter,0,working
2021-12-18,48749.29,2021,2021-12-18,12,18,Saturday,winter,0,non-working
2021-12-19,49835.490000000005,2021,2021-12-19,12,19,Sunday,winter,0,non-working
2021-12-20,54741.799999999996,2021,2021-12-20,12,20,Monday,winter,0,working
2021-12-21,56958.009999999995,2021,2021-12-21,12,21,Tuesday,winter,0,working
2021-12-22,55537.41,2021,2021-12-22,12,22,Wednesday,winter,0,working
2021-12-23,54739.950000000004,2021,2021-12-23,12,23,Thursday,winter,0,working
2021-12-24,50758.33,2021,2021-12-24,12,24,Friday,winter,1,non-working
2021-12-25,50164.53,2021,2021-12-25,12,25,Saturday,winter,0,non-working
2021-12-26,47959.549999999996,2021,2021-12-26,12,26,Sunday,winter,0,non-working
2021-12-27,54930.85,2021,2021-12-27,12,27,Monday,winter,0,working
2021-12-28,56269.53,2021,2021-12-28,12,28,Tuesday,winter,0,working
2021-12-29,56736.759999999995,2021,2021-12-29,12,29,Wednesday,winter,0,working
2021-12-30,52955.96,2021,2021-12-30,12,30,Thursday,winter,0,working
2021-12-31,52119.990000000005,2021,2021-12-31,12,31,Friday,winter,1,non-working
2022-01-01,46242.22585399996,2022,2022-01-01,1,1,Saturday,winter,0,non-working
2022-01-02,47090.15829599998,2022,2022-01-02,1,2,Sunday,winter,0,non-working
2022-01-03,52198.931199999955,2022,2022-01-03,1,3,Monday,winter,0,working
2022-01-04,52991.705990999995,2022,2022-01-04,1,4,Tuesday,winter,0,working
2022-01-05,52096.049780999994,2022,2022-01-05,1,5,Wednesday,winter,0,working
2022-01-06,50539.81869199998,2022,2022-01-06,1,6,Thursday,winter,0,working
2022-01-07,53065.63518999996,2022,2022-01-07,1,7,Friday,winter,0,working
2022-01-08,48019.30270899995,2022,2022-01-08,1,8,Saturday,winter,0,non-working
2022-01-09,46797.08497499998,2022,2022-01-09,1,9,Sunday,winter,0,non-working
2022-01-10,53159.12225599995,2022,2022-01-10,1,10,Monday,winter,0,working
2022-01-11,49783.413260999965,2022,2022-01-11,1,11,Tuesday,winter,0,working
2022-01-12,52706.56562599997,2022,2022-01-12,1,12,Wednesday,winter,0,working
2022-01-13,54099.72418299996,2022,2022-01-13,1,13,Thursday,winter,0,working
2022-01-14,49654.96634399996,2022,2022-01-14,1,14,Friday,winter,0,working
2022-01-15,50345.15396999997,2022,2022-01-15,1,15,Saturday,winter,0,non-working
2022-01-16,46821.32677599999,2022,2022-01-16,1,16,Sunday,winter,0,non-working
2022-01-17,50435.66565099996,2022,2022-01-17,1,17,Monday,winter,1,non-working
2022-01-18,50916.87700199996,2022,2022-01-18,1,18,Tuesday,winter,0,working
2022-01-19,50319.66811399994,2022,2022-01-19,1,19,Wednesday,winter,0,working
2022-01-20,50026.35296899995,2022,2022-01-20,1,20,Thursday,winter,0,working
2022-01-21,49778.69538599998,2022,2022-01-21,1,21,Friday,winter,0,working
2022-01-22,46272.90331999998,2022,2022-01-22,1,22,Saturday,winter,0,non-working
2022-01-23,45463.76948399999,2022,2022-01-23,1,23,Sunday,winter,0,non-working
2022-01-24,50905.329927,2022,2022-01-24,1,24,Monday,winter,0,working
2022-01-25,51017.610140999954,2022,2022-01-25,1,25,Tuesday,winter,0,working
2022-01-26,51362.97784599998,2022,2022-01-26,1,26,Wednesday,winter,0,working
2022-01-27,50422.250931999966,2022,2022-01-27,1,27,Thursday,winter,0,working
2022-01-28,51852.28912499997,2022,2022-01-28,1,28,Friday,winter,0,working
2022-01-29,50385.459927999975,2022,2022-01-29,1,29,Saturday,winter,0,non-working
2022-01-30,45846.51794799999,2022,2022-01-30,1,30,Sunday,winter,0,non-working
2022-01-31,53827.98713999999,2022,2022-01-31,1,31,Monday,winter,0,working
2022-02-01,53139.08912999996,2022,2022-02-01,2,1,Tuesday,winter,0,working
2022-02-02,50888.542082,2022,2022-02-02,2,2,Wednesday,winter,0,working
2022-02-03,51306.72484699996,2022,2022-02-03,2,3,Thursday,winter,0,working
2022-02-04,50522.50564599996,2022,2022-02-04,2,4,Friday,winter,0,working
2022-02-05,46407.550607999976,2022,2022-02-05,2,5,Saturday,winter,0,non-working
2022-02-06,45421.97903999996,2022,2022-02-06,2,6,Sunday,winter,0,non-working
2022-02-07,49818.50050899996,2022,2022-02-07,2,7,Monday,winter,0,working
2022-02-08,49790.157816999956,2022,2022-02-08,2,8,Tuesday,winter,0,working
2022-02-09,50621.77829199999,2022,2022-02-09,2,9,Wednesday,winter,0,working
2022-02-10,50754.31480199999,2022,2022-02-10,2,10,Thursday,winter,0,working
2022-02-11,49958.24918799998,2022,2022-02-11,2,11,Friday,winter,0,working
2022-02-12,47479.07226499995,2022,2022-02-12,2,12,Saturday,winter,0,non-working
2022-02-13,45979.17240099995,2022,2022-02-13,2,13,Sunday,winter,0,non-working
2022-02-14,48901.76336099994,2022,2022-02-14,2,14,Monday,winter,0,working
2022-02-15,53327.66828299998,2022,2022-02-15,2,15,Tuesday,winter,0,working
2022-02-16,49890.11402799994,2022,2022-02-16,2,16,Wednesday,winter,0,working
2022-02-17,49000.76322599997,2022,2022-02-17,2,17,Thursday,winter,0,working
2022-02-18,48596.816691999986,2022,2022-02-18,2,18,Friday,winter,0,working
2022-02-19,44902.91878299996,2022,2022-02-19,2,19,Saturday,winter,0,non-working
2022-02-20,43556.804217999976,2022,2022-02-20,2,20,Sunday,winter,0,non-working
2022-02-21,51013.08057499997,2022,2022-02-21,2,21,Monday,winter,1,non-working
2022-02-22,53535.40753499998,2022,2022-02-22,2,22,Tuesday,winter,0,working
2022-02-23,51910.684401999984,2022,2022-02-23,2,23,Wednesday,winter,0,working
2022-02-24,49546.48235,2022,2022-02-24,2,24,Thursday,winter,0,working
2022-02-25,48759.89107599995,2022,2022-02-25,2,25,Friday,winter,0,working
2022-02-26,45067.27855699999,2022,2022-02-26,2,26,Saturday,winter,0,non-working
2022-02-27,45024.13079999996,2022,2022-02-27,2,27,Sunday,winter,0,non-working
2022-02-28,48461.33914299998,2022,2022-02-28,2,28,Monday,winter,0,working
2022-03-01,48280.09300099999,2022,2022-03-01,3,1,Tuesday,winter,0,working
2022-03-02,48290.86438199998,2022,2022-03-02,3,2,Wednesday,winter,0,working
2022-03-03,47374.41475299999,2022,2022-03-03,3,3,Thursday,winter,0,working
2022-03-04,49325.87279599998,2022,2022-03-04,3,4,Friday,winter,0,working
2022-03-05,46980.81728299995,2022,2022-03-05,3,5,Saturday,winter,0,non-working
2022-03-06,44917.47026599996,2022,2022-03-06,3,6,Sunday,winter,0,non-working
2022-03-07,47596.26163799996,2022,2022-03-07,3,7,Monday,winter,0,working
2022-03-08,47502.15993699999,2022,2022-03-08,3,8,Tuesday,winter,0,working
2022-03-09,47457.597867999975,2022,2022-03-09,3,9,Wednesday,winter,0,working
2022-03-10,48111.425546,2022,2022-03-10,3,10,Thursday,winter,0,working
2022-03-11,46490.16094099995,2022,2022-03-11,3,11,Friday,winter,0,working
2022-03-12,43179.34741499995,2022,2022-03-12,3,12,Saturday,winter,0,non-working
2022-03-13,40678.46933499998,2022,2022-03-13,3,13,Sunday,winter,0,non-working
2022-03-14,46721.616389,2022,2022-03-14,3,14,Monday,winter,0,working
2022-03-15,47216.200870999965,2022,2022-03-15,3,15,Tuesday,winter,0,working
2022-03-16,47568.43914099999,2022,2022-03-16,3,16,Wednesday,winter,0,working
2022-03-17,47385.97238299998,2022,2022-03-17,3,17,Thursday,winter,0,working
2022-03-18,47363.18966199997,2022,2022-03-18,3,18,Friday,winter,0,working
2022-03-19,43640.15252699998,2022,2022-03-19,3,19,Saturday,winter,0,non-working
2022-03-20,43635.51170599999,2022,2022-03-20,3,20,Sunday,winter,0,non-working
2022-03-21,45249.66019199996,2022,2022-03-21,3,21,Monday,winter,0,working
2022-03-22,47237.01097899998,2022,2022-03-22,3,22,Tuesday,winter,0,working
2022-03-23,49728.59502499993,2022,2022-03-23,3,23,Wednesday,winter,0,working
2022-03-24,48461.44283299997,2022,2022-03-24,3,24,Thursday,winter,0,working
2022-03-25,48175.05356699998,2022,2022-03-25,3,25,Friday,winter,0,working
2022-03-26,42353.40910399996,2022,2022-03-26,3,26,Saturday,winter,0,non-working
2022-03-27,40741.82922879995,2022,2022-03-27,3,27,Sunday,winter,0,non-working
2022-03-28,49395.695405999955,2022,2022-03-28,3,28,Monday,winter,0,working
2022-03-29,46644.654050999954,2022,2022-03-29,3,29,Tuesday,winter,0,working
2022-03-30,44767.12438999996,2022,2022-03-30,3,30,Wednesday,winter,0,working
2022-03-31,50339.10547299999,2022,2022-03-31,3,31,Thursday,winter,0,working
2022-04-01,46683.497759999955,2022,2022-04-01,4,1,Friday,winter,0,working
2022-04-02,49065.11916699995,2022,2022-04-02,4,2,Saturday,winter,0,non-working
2022-04-03,47854.59769599997,2022,2022-04-03,4,3,Sunday,winter,0,non-working
2022-04-04,45951.78709199997,2022,2022-04-04,4,4,Monday,winter,0,working
2022-04-05,46660.44436199995,2022,2022-04-05,4,5,Tuesday,winter,0,working
2022-04-06,48786.06036999999,2022,2022-04-06,4,6,Wednesday,winter,0,working
2022-04-07,54958.40674599998,2022,2022-04-07,4,7,Thursday,winter,0,working
2022-04-08,58826.273449999964,2022,2022-04-08,4,8,Friday,winter,0,working
2022-04-09,46649.27736299997,2022,2022-04-09,4,9,Saturday,winter,0,non-working
2022-04-10,45000.19915499998,2022,2022-04-10,4,10,Sunday,winter,0,non-working
2022-04-11,46209.96765299997,2022,2022-04-11,4,11,Monday,winter,0,working
2022-04-12,45348.51327999995,2022,2022-04-12,4,12,Tuesday,winter,0,working
2022-04-13,44464.76459099993,2022,2022-04-13,4,13,Wednesday,winter,0,working
2022-04-14,44610.920203999995,2022,2022-04-14,4,14,Thursday,winter,0,working
2022-04-15,44364.729187999976,2022,2022-04-15,4,15,Friday,winter,0,working
2022-04-16,42054.99532599996,2022,2022-04-16,4,16,Saturday,winter,0,non-working
2022-04-17,39840.84728699994,2022,2022-04-17,4,17,Sunday,winter,0,non-working
2022-04-18,45550.343391,2022,2022-04-18,4,18,Monday,winter,0,working
2022-04-19,45521.16066199999,2022,2022-04-19,4,19,Tuesday,winter,0,working
2022-04-20,45088.97410699997,2022,2022-04-20,4,20,Wednesday,winter,0,working
2022-04-21,44031.25331199994,2022,2022-04-21,4,21,Thursday,winter,0,working
2022-04-22,43914.84928299996,2022,2022-04-22,4,22,Friday,winter,0,working
2022-04-23,39660.85233649993,2022,2022-04-23,4,23,Saturday,winter,0,non-working
2022-04-24,40210.28506599996,2022,2022-04-24,4,24,Sunday,winter,0,non-working
2022-04-25,47962.77350099993,2022,2022-04-25,4,25,Monday,winter,0,working
2022-04-26,46399.54295999993,2022,2022-04-26,4,26,Tuesday,winter,0,working
2022-04-27,44594.50561099997,2022,2022-04-27,4,27,Wednesday,winter,0,working
2022-04-28,46513.39192299995,2022,2022-04-28,4,28,Thursday,winter,0,working
2022-04-29,43917.675494999945,2022,2022-04-29,4,29,Friday,winter,0,working
2022-04-30,41303.16006899999,2022,2022-04-30,4,30,Saturday,winter,0,non-working
